ID,School,ADDRESS,pincodes,REASON,CircleName,RegionName,DivisionName,OfficeName,OfficeType,Delivery,District,StateName,,COUNTA of ADDRESS,,REASON,,,,,,
65258,The Royal International school,"Near Regal Guest House, Santipur, Mecheda, Purba Medinipur, West Bengal, Pin - 721137",721137,GharWapisi,West Bengal Circle,South Bengal Region,Tamluk Division,Ballukhat BO,BO,Delivery,MEDINIPUR EAST,WEST BENGAL,,,,,,,,,,
65266,"GdGoenka Lapetite Lohia Nagar, Ghaziabad","Gd Goenka La Petite, C-3, Lohia Nagar, Gzb,Pin code - 201001,Phone - 9953998904, 7838360542",201001,Existing School,Uttar Pradesh Circle,Lucknow HQ Region,Ghaziabad Division,Ghaziabad HO,HO,Delivery,GHAZIABAD,UTTAR PRADESH,,,,,,,,,,
65267,"Horizons-The School, Ghaziabad","Villa 35, GH-7 Society, Crossings Republik, Ghaziabad, Uttar Pradesh 201016",201016,GharWapisi,Uttar Pradesh Circle,Lucknow HQ Region,Ghaziabad Division,Crossings Republik SO,PO,Delivery,GHAZIABAD,UTTAR PRADESH,,,,,,,,,,
65273,Bharti Vidya Bhawan (BVB) Banswara : Piyush Nagawat,"Bharti Vidhya Bhawan sr sec school, Ratitalai link road,Banswara rajasthan 327001",327001,Existing School,Rajasthan Circle,Ajmer Region,Dungarpur Division,Jhupel B.O,BO,Delivery,BANSWARA,RAJASTHAN,,,,,,,,,,
65289,STAR PLANET SCHOOL,"19, Kamio Rd, Indus Towne, Ratanpur Sadak, Bhopal, Madhya Pradesh 462026",462026,GharWapisi,Madhya Pradesh Circle,DivReportingCircle,Bhopal Division,Bawadia Kalan B.O,BO,Delivery,BHOPAL,MADHYA PRADESH,,,,,,,,,,
65293,A G Mission School,"Chandpur, District Nayagarh, Odisha- 752024. India
Contact 918696993399",752024,GharWapisi,Odisha Circle,DivReportingCircle,Puri Division,Champagarh B.O,BO,Delivery,NAYAGARH,ODISHA,,,,,,,,,,
65305,MRS Shri Krishna Pranami School:Anil Dadhich,CITY- CHIRAWA DIST.- JHUNJHUNU (RAJ) PIN NO. -333026,333026,GharWapisi,Rajasthan Circle,Jodhpur Region,Jhunjhunu Division,Bamanwas B.O,BO,Delivery,JHUNJHUNU,RAJASTHAN,,,,,,,,,,
65312,Annpurna Bal Vinay Mandir High School: Sagar pandya,"393, Kulkarni Ka Bhatta, Kalyanmill Naka, Pardesipura, Indore - 452003, Near MP Government School",452003,Hot Lead,Madhya Pradesh Circle,Indore Region,Indore City Division,Vallabhnagar S.O (Indore),PO,Delivery,INDORE,MADHYA PRADESH,,,,,,,,,,
65330,Mothers Love School:prateek nagpal sir,"4/67 , Bengali Colony , Near Kali Badi Road , Mahavir Enclave. Delhi - 110045",110045,GharWapisi,Delhi Circle,DivReportingCircle,New Delhi West Division,Nasirpur B.O,BO,Delivery,SOUTH WEST,DELHI,,,,,,,,,,
65336,Gems Academic School,Closed ops in INdia,,GharWapisi,,,,,,,,,,,,,,,,,,
65350,Bharat International School,"Near Bharat City, Tila More, Loni Road Ghaziabad, Uttar Pradesh 201102, India",201102,GharWapisi,Uttar Pradesh Circle,Lucknow HQ Region,Ghaziabad Division,Behta Hazipur BO,BO,Delivery,GHAZIABAD,UTTAR PRADESH,,,,,,,,,,
65351,Gurukul Academy Dholpur:Saurabh Agrawal Sir,"Pushp vatika, hundawal road, Dhaulpur, India, Rajasthan 328001",328001,GharWapisi,Rajasthan Circle,DivReportingCircle,Dholpur Division,Tor BO,BO,Delivery,DHOLPUR,RAJASTHAN,,,,,,,,,,
65354,"Gemford World School - Malappuram,Karela","Illathkunnu road, Thiruvaly, Manjeri, Kerala 676123",676123,GharWapisi,Kerala Circle,Calicut Region,Manjeri Division,Amayur BO,BO,Delivery,MALAPPURAM,KERALA,,,,,,,,,,
65358,Aatmdeep Vidyalaya,"Aatmdeep vidyalaya, Siktaur , Near Deoria bypass , Gorakhpur, Pin code - 273010, Contact no . 8853210002 , 9935703444",273010,Existing School,Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Jungle Chauri BO,BO,Delivery,GORAKHPUR,UTTAR PRADESH,,,,,,,,,,
65360,"Royal Public School, Ajmer","Shri Balaji Royal Public school Foy Sagar road chamunda chowraha Ajmer,305005",305005,Existing School,Rajasthan Circle,Ajmer Region,Ajmer Division,Hatikhera B.O,BO,Delivery,AJMER,RAJASTHAN,,,,,,,,,,
65365,Central Academy Ajmer,"Sudhakar kumar, CENTRAL ACADEMY, PRAGATI NAGAR KOTRA, AJMER RAJASTHAN, 305004",305004,Existing School,Rajasthan Circle,Ajmer Region,Ajmer Division,NODAL DELIVERY CENTRE,PO,Delivery,AJMER,RAJASTHAN,,,,,,,,,,
65376,Musab High School:Abdul Rahman:MHS,"Sai Nagar Rd, Sai Nagar, Hafeezpet, Hyderabad, Telangana 500049
 Contact 09963652341",500049,GharWapisi,Telangana Circle,Hyderabad City Region,Secunderabad Division,Miyapur S.O,PO,Delivery,MEDCHAL MALKAJGIRI,TELANGANA,,,,,,,,,,
65387,Academic Global School,"Near, Buxar-Sikraul Road, 11 No. LKH, Buxar, Bihar 802103",802103,GharWapisi,Bihar Circle,DivReportingCircle,Bhojpur Division,Boksa BO,BO,Delivery,BUXAR,BIHAR,,,,,,,,,,
65394,Garnet Education Private Limited,,,GharWapisi,,,,,,,,,,,,,,,,,,
65400,Ayush Public School,"Ayush Public School, Near PWD colony, Town: Jakhalabandha District: Nagaon, State: Assam. Post office: Jakhalabandha, Pin code: 782136.",782136,Existing School,Assam Circle,Dibrugarh Region,Nagaon Division,Kuthori B.O,BO,Delivery,NAGAON,ASSAM,,,,,,,,,,
65406,Palm International School,Palm International School Bariatu Ranchi - 834009 Jharkhand,834009,Existing School,Jharkhand Circle,DivReportingCircle,Ranchi Division,Lame Baragaon BO,BO,Delivery,RANCHI,JHARKHAND,,,,,,,,,,
65411,Shivam College of Education,"STC Campus, Junction Road,Khurja, Distt- Bulandshahr, UP -Pincode - 203131",203131,Existing School,Uttar Pradesh Circle,Agra Region,Bulandshahar Division,Bhatwara BO,BO,Delivery,BULANDSHAHR,UTTAR PRADESH,,,,,,,,,,
65433,kids fountain play school- sanjay,"Purvanchal Royal City, Plot No. GH-05 Sector CHI-V, Greater Noida 201310",201310,Hot Lead,Uttar Pradesh Circle,Lucknow HQ Region,Ghaziabad Division,Sakipur BO,BO,Delivery,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,,,,,,,,,,
65438,imam international school,IIS Campus (Sugia bazar ) Sugia Kesarri Sheohar 843329,843329,GharWapisi,Bihar Circle,Muzaffarpur Region,Sitamarhi Division,Hiramma BO,BO,Delivery,SHEOHAR,BIHAR,,,,,,,,,,
65439,Aadharshila Inventive Global School,"AADHARSHILA INVENTIVE ENGLISH SCHOOL, BHATON KA BASS MURLIDHAR VYAS NAGAR ROAD BIKANER, LAND MARK :- VIVEK BAL NIKETAN SCHOOL, MOB: 8005718087, Pincode - 334001",334001,Existing School,Rajasthan Circle,Jodhpur Region,Bikaner Division,Gusainsar B.O,BO,Delivery,BIKANER,RAJASTHAN,,,,,,,,,,
65447,"Millennium Dream International School, Umashankar Chaturvedi","45, Beohari, Madhya Pradesh 484774",484774,GharWapisi,Madhya Pradesh Circle,Jabalpur Region,Shahdol Division,Barachh B.O,BO,Delivery,SHAHDOL,MADHYA PRADESH,,,,,,,,,,
65452,JUNIOR CAMBRIDGE SCHOOL,"Junior Cambridge School, Vidya Bhavan Main Road Niche Bazar Simdega Jharkhand - 835223 Phone: 8210284534",835223,Existing School,Jharkhand Circle,DivReportingCircle,Ranchi Division,Jokbahar BO,BO,Delivery,SIMDEGA,JHARKHAND,,,,,,,,,,
65521,IK Model School,"IK Model School, Kaushis Vihar, Bypass Rd, Raxaul, Bihar 845305, +91 91222 88811, +91 93823 43321",845305,Existing School,Bihar Circle,Muzaffarpur Region,East Champaran Division,Gonaha BO,BO,Delivery,PURBI CHAMPARAN,BIHAR,,,,,,,,,,
65653,"Lotus Valley School, Ajmer - Mr.Ajay Singh Rajput","M.S Rawat Colony, Chamunda Chauraha, Foy Sagar Rd, Ajmer, Rajasthan 305005",305005,Hot Lead,Rajasthan Circle,Ajmer Region,Ajmer Division,Hatikhera B.O,BO,Delivery,AJMER,RAJASTHAN,,,,,,,,,,
65679,"Oxford School, Haryana - N K sharma","Daulatpur Road, Uklana Mandi, Hisar, Haryana, India (125113)",125113,GharWapisi,Haryana Circle,DivReportingCircle,Hissar Division,Litani BO,BO,Delivery,HISAR,HARYANA,,,,,,,,,,
65690,"The Crescent School, Kaptanganj","Dr Mohd Hasib , Main Branch, The Crescent School, Chilwan, Tahsil KAPTANGANJ, Kushinagar U.P. 274301",274301,Existing School,Uttar Pradesh Circle,Gorakhpur Region,Deoria Division,Atharaha BO,BO,Delivery,KUSHI NAGAR,UTTAR PRADESH,,,,,,,,,,
65748,Twinkling Star School,"Twinkling Star School 
Shahu nagar,
Samrat Chowk,
Beed 431122",431122,GharWapisi,Maharashtra Circle,Aurangabad Region,Beed Division,Beed H.O,HO,Delivery,BEED,MAHARASHTRA,,,,,,,,,,
65763,SARVODAYA GROUP OF INSTITUTIONS,"Vill-Ghumchi,Post-Dindai,Distt-Siddharthnagar, UP, Pin-272151, Contact - 9919455903",272151,Positive Demo,Uttar Pradesh Circle,Gorakhpur Region,Basti Division,Sagra BO,BO,Delivery,BASTI,UTTAR PRADESH,,,,,,,,,,
65811,Shyama devi public school,"Shyama devi public school, Village Babhnauli post Barawa Bazar District Kushinagar UP 274305",274305,Existing School,Uttar Pradesh Circle,Gorakhpur Region,Deoria Division,Amwa Bazar BO,BO,Delivery,KUSHI NAGAR,UTTAR PRADESH,,,,,,,,,,
65817,The New Heights Academy,"3""N, Gali Number 6, Uttar Pradesh 132001",132001,GharWapisi,Haryana Circle,DivReportingCircle,Karnal Division,Canal Colony B.O,BO,Delivery,KARNAL,HARYANA,,,,,,,,,,
65859,"Bafna Charitable Trust, Aurangabad","THE EVOLVERS NEST PRESCHOOL, A/7/A, MIDC CHIKALTHANA AURANGABAD - 431001, Mob. 77200 25133",431001,Existing School,Maharashtra Circle,Aurangabad Region,Aurangabad Division,Aurangabad (MH) H.O,HO,Delivery,AURANGABAD,MAHARASHTRA,,,,,,,,,,
65893,Rajwanshi Sr. Sec. School/Suresh Kumar,"Narnaul Ho, Narnaul - 123001 (Vpo Dohcana, Dist M/Garh, Haryana",123001,Hot Lead,Haryana Circle,DivReportingCircle,Gurgaon Division,Dhanota BO,BO,Delivery,MAHENDRAGARH,HARYANA,,,,,,,,,,
65914,RAJA Sahib Public Sr. Sec. School Jhingran/Principal Tarjiwan Singh Garcha,"Raja Sahib Sen. Sec, School VPO Jhingran Distt SBS Nagar, Punjab, Pin coce :- 144507",144507,Hot Lead,Punjab Circle,Punjab West Region,Jalandhar Division,Chahal Kalan BO,BO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,,,,,,,,,,
65964,"T R Public School, Uttar Pradesh - Ajay Dubey","Amee Alapur, Pura, Faizabad, Ayodhya Uttar Pradesh PIN Code: 224172",224172,Hot Lead,Uttar Pradesh Circle,Lucknow HQ Region,Faizabad Division,Gangauli BO,BO,Delivery,FIROZABAD,UTTAR PRADESH,,,,,,,,,,
66009,Anantha Sai Vidya Nikethan-Srikanth,"Sukh Vihar, Bagh Amberpet, Amberpet, Hyderabad, Telangana 500013",500013,Hot Lead,Telangana Circle,Hyderabad City Region,Hyderabad South East Division,Amberpet S.O,PO,Delivery,HYDERABAD,TELANGANA,,,,,,,,,,
66013,Adarsh Bal Vidyalaya Sr. Sec. School-Sumit Dutta,"Adarsh Bal Vidyalaya Sr. Sec School, Banga Rd, Guru Ravidas Nagar, Nawanshahr, Punjab 144514",144514,GharWapisi,Punjab Circle,Punjab West Region,Jalandhar Division,Allachaur BO,BO,Delivery,Shahid Bhagat Singh Nagar,PUNJAB,,,,,,,,,,
66015,Natkhat Kid's School Gayatri Nagar,"Natkhat kids school, Gayatri Nagar Sudna Daltonganj palamu jharkhand, Pin code 822102, 7979858264",822102,Existing School,Jharkhand Circle,DivReportingCircle,Palamau Division,I E Sudna BO,BO,Delivery,PALAMU,JHARKHAND,,,,,,,,,,
66061,Jupiter Pre School,"Jupiter International School C3, Yashwar nagar, kachnar city, Vijay Nagar, Jabalpur MP 482002",482002,Existing School,Madhya Pradesh Circle,Jabalpur Region,Jabalpur Division,Agasaud B.O,BO,Delivery,JABALPUR,MADHYA PRADESH,,,,,,,,,,
66102,St. Michael school Main-Rajat Behl,"Jajpur, Saparom, Itki Road
Ranchi – 835303

Phone: 06516454439",835303,GharWapisi,Jharkhand Circle,DivReportingCircle,Ranchi Division,Bindhani BO,BO,Delivery,RANCHI,JHARKHAND,,,,,,,,,,
66103,ST. MICHAEL PLAY SCHOOL,"St. Michael's Play School, Near Sunday Market, Ratu,Ranchi, Jharkhand, Pin code - 835222, mob. 7319768322,7520332272",835222,Existing School,Jharkhand Circle,DivReportingCircle,Ranchi Division,Chipra BO,BO,Delivery,RANCHI,JHARKHAND,,,,,,,,,,
66104,MODERN INTERNATIONAL SCHOOL/Chandrashakher Patel,"Modern international school khulri, Village+post- khulri, Teh. - gadarwara, Distt.- narsinghpur 487441",487441,Existing School,Madhya Pradesh Circle,DivReportingCircle,Hoshangabad Division,Deguwa B.O,BO,Delivery,NARSINGHPUR,MADHYA PRADESH,,,,,,,,,,
66134,P.P Savani School-Abhay Shah,"Mota Varachcha-Abrahma Road, Surat - Kamrej Hwy, Surat, Gujarat 394105",394105,GharWapisi,Gujarat Circle,Vadodara Region,Surat Division,Utran Power House SO,PO,Delivery,SURAT,GUJARAT,,,,,,,,,,
66143,Kidzberry Public School(3rd branch)-Gokul Khatri,"9, K-Sector, Ayodhya Nagar, Bhopal, Madhya Pradesh 462041",462041,GharWapisi,Madhya Pradesh Circle,DivReportingCircle,Bhopal Division,Ayodhaya Nagar S.O,PO,Delivery,BHOPAL,MADHYA PRADESH,,,,,,,,,,
66151,Saraswati Vidyawardhani Shikshan Sansthan C/o. Tree House High School,"Saraswati Vidyavardhini Shikshan Sanstha , Near Khadakpada Police Station, Near Godrej Hills, Kalyan (W) -421301",421301,GharWapisi,Maharashtra Circle,Navi Mumbai Region,Thane Division,Pimpaloli B.O,BO,Delivery,THANE,MAHARASHTRA,,,,,,,,,,
66154,Promise Land Public Inter College-Anugrah Stanley,"Promise Land Public Inter College ,P.O. Rupaidiha Distt. Bahraich UP-271881,Contact No: 7754081675",271881,Existing School,Uttar Pradesh Circle,Gorakhpur Region,Bahraich Division,Babaganj BO,BO,Delivery,BAHRAICH,UTTAR PRADESH,,,,,,,,,,
66172,Vidya vihar vidyalaya,"E-7, Panchsheel Garden, Naveen Shahadra, Delhi
110032",110032,GharWapisi,Delhi Circle,DivReportingCircle,Delhi East Division,Shahdara SO,PO,Delivery,SHAHDARA,DELHI,,,,,,,,,,
66181,Shri Pragya Public School Bijai Nagar,"Shri Pragya Public School, Pragya Road, Bijainagar, Dist. Beawar, Pin code 305624",305624,Existing School,Rajasthan Circle,Ajmer Region,Beawar Division,Badi B.O,BO,Delivery,AJMER,RAJASTHAN,,,,,,,,,,
66203,Shree Swaminarayan High School-Ankit Choksi,"Swaminarayan Mandir Compound, Daxini Railway Crossing, Maninagar, Ahmedabad - 380008",380008,Hot Lead,Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Maninagar SO,PO,Delivery,AHMADABAD,GUJARAT,,,,,,,,,,
66225,Greenland school,"Murdhava, Sonbhadra, NH-75, Robertsganj Shakti Nagar Road, Renukoot, Renukoot, Uttar Pradesh 231217",231217,Existing School,Uttar Pradesh Circle,Allahabad Region,Mirzapur Division,Belhatthi BO,BO,Delivery,SONBHADRA,UTTAR PRADESH,,,,,,,,,,
66258,SEMS MODEL SCHOOL,"SEMS MODEL SCHOOL Address:- Near Baram BABA Mandir, Karvi Road, Manikpur, Chitrakoot (UP) Pin code:- 210208 ,Mobile:-8448449915, 9984907313, 9125789847",210208,Existing School,Uttar Pradesh Circle,Kanpur Region,Banda Division,Sigwan BO,BO,Delivery,CHITRAKOOT,UTTAR PRADESH,,,,,,,,,,
66289,Lotus international school,"Lotus international public school jawaharnagar, Vivekanand colony petrol pump thana tah + dist - Bhandara, Maharastra 441906 , MOHADI BRANCH ADDRESS -Dongargaon siddhi mandir jawal andhalgaon road tah -mohadi dist - Bhandara 441906",441906,Existing School,Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Mohdura B.O,BO,Delivery,BHANDARA,MAHARASHTRA,,,,,,,,,,
66301,Saraswati Vidya Mandir School,"Hansi Road, Jind HO, Jind - 126102 (Near Industrial Area)",126102,Hot Lead,Haryana Circle,DivReportingCircle,Karnal Division,Ram Rai B.O,BO,Delivery,JIND,HARYANA,,,,,,,,,,
66327,Bahjoi Heritage public school-Sumit Kumar Varshney,"Bahjoi Heritage Public School,Islamnagar Churaha (pincode: 244410),Ray Pur Kalan.Behjoi, Sambhal (Bhim Nagar), Uttar Pradesh",244410,Hot Lead,Uttar Pradesh Circle,Bareilly Region,Moradabad Division,Chatan BO,BO,Delivery,SAMBHAL,UTTAR PRADESH,,,,,,,,,,
66331,Gurukul Academy-Ravindra Pandey,"Indra Nagar, Garautha, Uttar Pradesh 284203",284203,Hot Lead,Uttar Pradesh Circle,Agra Region,Jhansi Division,Kachir BO,BO,Delivery,JHANSI,UTTAR PRADESH,,,,,,,,,,
66334,Modern Academy School,"Modern Academy School, Ashok Nagar, Gaya, Pin - 823001, Bihar, Cont :- 9199313153",823001,Existing School,Bihar Circle,DivReportingCircle,Gaya Division,Gaya HO,HO,Delivery,GAYA,BIHAR,,,,,,,,,,
66336,Shivalik Educational Academy-Kaushal Sharma,"Deeg, Asaoti - Jataula Rd, near Railway Fatak, Asaoti, Haryana 121102",121102,Hot Lead,Haryana Circle,DivReportingCircle,Faridabad Division,DUDHOLA BO,BO,Delivery,PALWAL,HARYANA,,,,,,,,,,
66351,Dhar Cambridge Academy-Vipin Kumar,"Mandu Rd, in front of D R P LINE, D R P LINE, Dhar, Khankapuri, Madhya Pradesh 454001",454001,Hot Lead,Madhya Pradesh Circle,Indore Region,Indore Moffusil Division,TIRLA B.O,BO,Delivery,DHAR,MADHYA PRADESH,,,,,,,,,,
66370,Arya Sanskar Valley-Pawan Kumar,"Nambrot, P.O. Dhalwan, Teh. Baldawara, Distt. Mandi (H.P.) 175004",175004,Hot Lead,Himachal Pradesh Circle,DivReportingCircle,Mandi Division,Upper Bhambla BO,BO,Delivery,MANDI,HIMACHAL PRADESH,,,,,,,,,,
66398,Central India Academy-Rita Singh,"Bhopal Road, Indore-Bhopal Bypass Square, 455001",455001,Hot Lead,Madhya Pradesh Circle,Indore Region,Indore Moffusil Division,Bairagarh B.O,BO,Delivery,DEWAS,MADHYA PRADESH,,,,,,,,,,
66416,The Legend School,"Near main gate of Maharaja Bada Bagh,Kadavi road Dumraon 802119",802119,Existing School,Bihar Circle,DivReportingCircle,Bhojpur Division,Baruna RS BO,BO,Delivery,BUXAR,BIHAR,,,,,,,,,,
66417,B P world school,"BP World School, Sunderbani Ward no 1 Sub-District Government Hospital Jammu & Kashmir, 185153",185153,Existing School,Jammukashmir Circle,DivReportingCircle,Rajouri Division,Patrara BO,BO,Delivery,RAJOURI,JAMMU AND KASHMIR,,,,,,,,,,
66436,Learning Trees School- Priyank Gokani,"FF, Pebble Bay, BRTS, New CG Rd, Janta Nagar, ONGC Colony, Chandkheda, Ahmedabad, Gujarat 382424",382424,Hot Lead,Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Sughad BO,BO,Delivery,GANDHINAGAR,GUJARAT,,,,,,,,,,
66443,PMM Academy,"PMM Academy, Ashok Nagar, Gaya, Pin - 823001, Bihar, Cont :- 9199313153",823001,Existing School,Bihar Circle,DivReportingCircle,Gaya Division,Gaya HO,HO,Delivery,GAYA,BIHAR,,,,,,,,,,
66445,Dream India Public School-Pankaj Sipa,"Plot No. 159 Mangal Colony, behind Saharsh Hospital, Madhya Pradesh 456010",456010,GharWapisi,Madhya Pradesh Circle,Indore Region,Ujjain Division,Ujjain M.L.Nagar S.O,PO,Delivery,UJJAIN,MADHYA PRADESH,,,,,,,,,,
66470,Aayurishi modern school,"Azampur Garhi, Mandi Shyam Nagar, Greater Noida, Uttar Pradesh 203202",203202,Hot Lead,Uttar Pradesh Circle,Agra Region,Bulandshahar Division,Chiti BO,BO,Delivery,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,,,,,,,,,,
66506,Global Sainik Academy-Dr. Raghu Krishna Murthy,"Benakanalli Road, Bidar, India, Karnataka 585402",585402,GharWapisi,Karnataka Circle,North Karnataka Region,Bidar Division,Gadgi B.O,BO,Delivery,BIDAR,KARNATAKA,,,,,,,,,,
66555,Maharaja Agrasen Polytechnic College-Navneet,"Maharaja Agrasen Polytechnic College, Dayantpur jewar G.B.Nagar UP 203135",203135,Existing School,Uttar Pradesh Circle,Agra Region,Bulandshahar Division,Mangrauli BO,BO,Delivery,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,,,,,,,,,,
66558,"Lions SVEM School, Koppal","Lions Swamy Vivekananda English Medium Primary and High School
Sy. No. 467/2,3,5, Swamy Vivekananda Marga,
Chukkanakal Road, 2nd Ward,
Koppal
Tq. & Dist.: Karnataka,India
Pin: 583 231",583231,GharWapisi,Karnataka Circle,North Karnataka Region,Gadag Division,Koppal H.O,HO,Delivery,KOPPAL,KARNATAKA,,,,,,,,,,
66561,Knowledge Rain Public School-Sanjay Yadav,"Jalgoan Road, Pansemal, Distt. Barwani (M.P.) 451770",451770,Hot Lead,Madhya Pradesh Circle,Indore Region,Khandwa Division,Bandhara Bujurg B.O,BO,Delivery,BARWANI,MADHYA PRADESH,,,,,,,,,,
66630,Speed well Edusports school-vikas gajanan,"Gadgadsangvi, Maharashtra 422403",422403,Hot Lead,Maharashtra Circle,Navi Mumbai Region,Nasik Division,Murambi B.O,BO,Delivery,NASHIK,MAHARASHTRA,,,,,,,,,,
66692,ASSAY INDIAN MODEL SCHOOL-Shyam Lal Mahato,"Tithpukur ,P.O- Tungidighi, P.S- Karandighi, Dist- Uttar Dinajpur, Pin-733215",733215,Existing School,West Bengal Circle,North Bengal Region,Dinajpur Division,Kamartore BO,BO,Delivery,DINAJPUR UTTAR,WEST BENGAL,,,,,,,,,,
66710,PEARLS INTERNATIONAL SCHOOL-Satwinder Singh Kala,"Hajipur Mukerian Road Ballowan Mukerian, Hoshiarpur, Punjab 144211",144211,Hot Lead,Punjab Circle,Punjab West Region,Hoshiarpur Division,Hoshiarpur Kalota BO,BO,Delivery,HOSHIARPUR,PUNJAB,,,,,,,,,,
66871,JSS Gurukul,"B4 Balaji Colony Road Kedgaon, Ambika Nagar, Balaji Colony, Ahmednagar, Maharashtra 414001",414001,GharWapisi,Maharashtra Circle,Pune Region,Ahmednagar Division,Ahmednagar H.O,HO,Delivery,AHMEDNAGAR,MAHARASHTRA,,,,,,,,,,
66910,St Thomas School,"Seby M Baby, ST Thomas school, Dhakuakhana Lakhimpur Assam- 787055, Ph 9957473740",787055,Existing School,Assam Circle,Dibrugarh Region,Dibrugarh Division,Bahpara B.O,BO,Delivery,LAKHIMPUR,ASSAM,,,,,,,,,,
66931,Jnana Bharathi Group of Institutions-M.ramesh Babu,"Dodahatta Road, Kalyandurg, Andhra Pradesh 515761",515761,Hot Lead,Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Dodagatta B.O,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,,,,,,,,,,
66937,Wee care play school,"Wee care play school, Amrit colony near Nehar cable office rohtak,Pin - 124001 haryana, Phone - 9671851539",124001,Existing School,Haryana Circle,DivReportingCircle,Rohtak Division,Rohtak HO,HO,Delivery,ROHTAK,HARYANA,,,,,,,,,,
66970,Grace Academy,"Fun City, Pilibhit Bypass, Chhoti Vihar, Bareilly, Uttar Pradesh 243006, IN",243006,GharWapisi,Uttar Pradesh Circle,Bareilly Region,Bareilly Division,RKUniversity SO,PO,Delivery,BAREILLY,UTTAR PRADESH,,,,,,,,,,
66999,Bright Academy School,"Gurunanak Sarani, Punjabipara, Siliguri, Pincode - 734001, Phone - 9832095334",734001,Existing School,West Bengal Circle,North Bengal Region,Darjeeling Division,Siliguri HO,HO,Delivery,DARJEELING,WEST BENGAL,,,,,,,,,,
67032,Candid Public School-Irshad Rather,"Awaneera, Road, Frisal, Jammu and Kashmir 192232",192232,Hot Lead,Jammukashmir Circle,DivReportingCircle,Srinagar Division,Katrasoo BO,BO,Delivery,KULGAM,JAMMU AND KASHMIR,,,,,,,,,,
67035,SB International School-Gaurav Sharma,"Dalelgarh Bilaspur Road ,Gautam Buddh Nagar Bagpur, Uttar Pradesh 203202",203202,Hot Lead,Uttar Pradesh Circle,Agra Region,Bulandshahar Division,Chiti BO,BO,Delivery,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,,,,,,,,,,
67039,Kidz Kingdom Pre-school And Activity Centre-Mala Lohani,"Shop No. G 5, 107/102, Durvas Apartment, Link Road, Nalasopara East, Palghar - 401209 (Opp Dmart)",401209,Hot Lead,Maharashtra Circle,Navi Mumbai Region,Palghar Division,Nallosapare E S.O,PO,Delivery,PALGHAR,MAHARASHTRA,,,,,,,,,,
67091,Amar Bhartiya Mahavidyalaya-Chouhan,"Chauhan Pyaoo, Suresh Nagar Colony, Thatipur Gwalior - 474011 Madhya Pradesh, India",474011,Hot Lead,Madhya Pradesh Circle,DivReportingCircle,Gwalior Division,R. K. Puri Gwalior SO,PO,Delivery,GWALIOR,MADHYA PRADESH,,,,,,,,,,
67093,"West Point School Sandhwan,Danewala Road-Himmat","Danewala Road, Sandhwan, District Faridkot Punjab 151209",151209,Hot Lead,Punjab Circle,Punjab West Region,Faridkot Division,Dhimanwali BO,BO,Delivery,FARIDKOT,PUNJAB,,,,,,,,,,
67095,Vishwa Bharathi Arts and Science College-Sridharan,"Vishwa Bharathi arts and science college and vishwa Bharathi college of education,Krishnagiri main road, morappur-post, harur taluk, dharmapuri District-635305",635305,Hot Lead,Tamilnadu Circle,"Western Region, Coimbatore",Dharmapuri Division,Elavadai B.O,BO,Delivery,DHARMAPURI,TAMIL NADU,,,,,,,,,,
67126,"Delhi World Public School, Dhar","Delhi World Public School, Dharawara (Mandav Road), Mobile : 8602456294, Pin - 454001",454001,Existing School,Madhya Pradesh Circle,Indore Region,Indore Moffusil Division,TIRLA B.O,BO,Delivery,DHAR,MADHYA PRADESH,,,,,,,,,,
67127,St. Joseph International School-Anil Maan,"12 KM Stone, Hisar-Sirsa Road, Hisar, 125047 (Haryana)",125047,Hot Lead,Haryana Circle,DivReportingCircle,Hissar Division,Landhari BO,BO,Delivery,HISAR,HARYANA,,,,,,,,,,
67131,Greenland Academy,"Karnawad Rd, Karnawad, Madhya Pradesh 455221",455221,GharWapisi,Madhya Pradesh Circle,Indore Region,Indore Moffusil Division,Barkheda Soma B.O,BO,Delivery,DEWAS,MADHYA PRADESH,,,,,,,,,,
67151,SSM english school,"Lohta Road, Indusrial Area, Chandpur, Varanasi - 221006 (Near Sanjay Memorial College)",221006,Hot Lead,Uttar Pradesh Circle,Varanasi Region,Varanasi West Division,Kaithauli BO,BO,Delivery,VARANASI,UTTAR PRADESH,,,,,,,,,,
67156,Yardland school,"UP, MP BORDER CHITRA ROAD, near ASHRAMSHALA, Kashavgarh, Chitrakoot, Madhya Pradesh 210204",210204,Hot Lead,Uttar Pradesh Circle,Kanpur Region,Banda Division,Khohi BO,BO,Delivery,CHITRAKOOT,UTTAR PRADESH,,,,,,,,,,
